Student ID,Full Name,Arabic Name,Gender,Date of Birth,Nationality,ID Type,National ID,Iqama Number,Passport Number,Religion,Birth Place,Division,Grade,Section,Academic Year,Roll No.,Enrollment Type,Study Mode,Fee Category,Admission Date,Active,Father Name,Mother Name,Guardian Phone,Guardian Email,Address
,Faisal Al-Yamani,فيصل اليماني,Male,2012-03-02,Saudi Arabia,National ID,1170639692,,,Non-Muslim,Khobar,AMERICAN,Grade 9,A,2024-25,640,Regular (Continuing),Seasonal Mode,Regular,2024-09-01,Yes,Hassan Al-Yamani,Hanan Al-Yamani,+966558627448,faisal.alyamani640@parent.com,"64 Al-Nuzha Street, Jeddah"
,Ammar Al-Shehri,عمار الشهري,Male,2011-05-20,Saudi Arabia,National ID,1560989682,,,Muslim,Madinah,AMERICAN,Grade 10,A,2024-25,641,New Student,Regular Mode,New,2023-09-01,Yes,Bader Al-Shehri,Fatima Al-Shehri,+966561889155,ammar.alshehri641@parent.com,"86 Al-Nuzha Street, Jeddah"
,Riya Ali,ريا علي,Female,2010-03-16,Pakistan,Passport,,,FC8516849,Non-Muslim,Dhaka,AMERICAN,Grade 11,A,2024-25,642,Regular (Continuing),Seasonal Mode,Regular,2025-09-01,Yes,Junaid Ali,Anaya Ali,+966531558752,riya.ali642@parent.com,"298 Al-Nuzha Street, Jeddah"
,Yazeed Al-Anazi,يزيد العنزي,Male,2009-05-28,Saudi Arabia,National ID,1848528699,,,Non-Muslim,Dammam,AMERICAN,Grade 12,A,2024-25,643,New Student,Seasonal Mode,New,2025-09-01,Yes,Hassan Al-Anazi,Sara Al-Anazi,+966560803954,yazeed.alanazi643@parent.com,"230 Al-Nuzha Street, Jeddah"
,Hassan Al-Saud,حسن آل سعود,Male,2020-10-12,Saudi Arabia,National ID,1284640370,,,Muslim,Tabuk,AMERICAN,KG1,A,2024-25,644,Regular (Continuing),Seasonal Mode,Regular,2023-09-01,Yes,Talal Al-Saud,Jana Al-Saud,+966546456122,hassan.alsaud644@parent.com,"9 Al-Nuzha Street, Jeddah"
,Sophia Ali,سوفيا علي,Female,2019-09-18,Sudan,Iqama,,2303553285,,Muslim,Mumbai,AMERICAN,KG2,A,2024-25,645,New Student,Regular Mode,New,2023-09-01,Yes,Kabir Ali,Zoe Ali,+966528615756,sophia.ali645@parent.com,"77 Al-Nuzha Street, Jeddah"
,Tala Al-Anazi,تالا العنزي,Female,2020-02-11,Saudi Arabia,National ID,1862503101,,,Muslim,Tabuk,AMERICAN,Grade 1,A,2024-25,646,Regular (Continuing),Online Mode,Regular,2025-09-01,Yes,Adel Al-Anazi,Salma Al-Anazi,+966550903063,tala.alanazi646@parent.com,"36 Al-Nuzha Street, Jeddah"
,Aryan Gupta,آريان جوبتا,Male,2019-07-03,Pakistan,Iqama,,2322889251,,Non-Muslim,Khartoum,AMERICAN,Grade 2,A,2024-25,647,New Student,Seasonal Mode,New,2023-09-01,Yes,Tariq Gupta,Riya Gupta,+966513150046,aryan.gupta647@parent.com,"217 Al-Nuzha Street, Jeddah"
,Faisal Al-Yamani,فيصل اليماني,Male,2018-10-18,Saudi Arabia,National ID,1937337700,,,Muslim,Dammam,AMERICAN,Grade 3,A,2024-25,648,New Student,Seasonal Mode,New,2024-09-01,Yes,Fahad Al-Yamani,Jana Al-Yamani,+966509584796,faisal.alyamani648@parent.com,"24 Al-Nuzha Street, Jeddah"
,Wafa Al-Sulami,وفاء السلمي,Female,2017-07-08,Saudi Arabia,National ID,1227379630,,,Muslim,Tabuk,AMERICAN,Grade 4,A,2024-25,649,Transfer,Online Mode,Transfer,2023-09-01,Yes,Mohammed Al-Sulami,Amal Al-Sulami,+966500831931,wafa.alsulami649@parent.com,"224 Al-Nuzha Street, Jeddah"
,Ali Al-Fayez,علي الفايز,Male,2016-08-12,Saudi Arabia,National ID,1908255786,,,Muslim,Mecca,AMERICAN,Grade 5,A,2024-25,650,Regular (Continuing),Seasonal Mode,Regular,2023-09-01,Yes,Khalid Al-Fayez,Norah Al-Fayez,+966570918860,ali.alfayez650@parent.com,"235 Al-Nuzha Street, Jeddah"
,Aryan Patel,آريان باتل,Male,2015-10-15,Syria,Iqama,,2334653479,,Muslim,London,AMERICAN,Grade 6,A,2024-25,651,Regular (Continuing),Online Mode,Regular,2024-09-01,Yes,Talha Patel,Emma Patel,+966502918726,aryan.patel651@parent.com,"244 Al-Nuzha Street, Jeddah"
,Nour Rahman,نور رحمن,Female,2014-05-15,Bangladesh,Iqama,,2195584114,,Muslim,Damascus,AMERICAN,Grade 7,A,2024-25,652,Regular (Continuing),Online Mode,Regular,2023-09-01,Yes,Yusuf Rahman,Anaya Rahman,+966515055342,nour.rahman652@parent.com,"257 Al-Nuzha Street, Jeddah"
,Raed Al-Rashid,رائد الراشد,Male,2013-03-13,Saudi Arabia,National ID,1621304639,,,Muslim,Mecca,AMERICAN,Grade 8,A,2024-25,653,Regular (Continuing),Seasonal Mode,Regular,2025-09-01,Yes,Bader Al-Rashid,Mariam Al-Rashid,+966541950243,raed.alrashid653@parent.com,"65 Al-Nuzha Street, Jeddah"
,Adam Ibrahim,آدم إبراهيم,Male,2012-06-14,Egypt,Iqama,,2909758406,,Muslim,New York,AMERICAN,Grade 9,A,2024-25,654,Transfer,Seasonal Mode,Transfer,2025-09-01,Yes,Vihaan Ibrahim,Nour Ibrahim,+966533479778,adam.ibrahim654@parent.com,"116 Al-Nuzha Street, Jeddah"
,Saud Al-Sabah,سعود الصباح,Male,2011-11-10,Saudi Arabia,National ID,1475754528,,,Muslim,Tabuk,AMERICAN,Grade 10,A,2024-25,655,Regular (Continuing),Online Mode,Regular,2023-09-01,Yes,Fahad Al-Sabah,Ghada Al-Sabah,+966540718151,saud.alsabah655@parent.com,"236 Al-Nuzha Street, Jeddah"
,John Siddiqui,جون صديقي,Male,2010-04-05,Yemen,Passport,,,BC2271052,Non-Muslim,London,AMERICAN,Grade 11,A,2024-25,656,Regular (Continuing),Seasonal Mode,Regular,2025-09-01,Yes,Vihaan Siddiqui,Sofia Siddiqui,+966564053063,john.siddiqui656@parent.com,"121 Al-Nuzha Street, Jeddah"
,Anas Al-Ghamdi,أنس الغامدي,Male,2009-10-27,Saudi Arabia,National ID,1151780414,,,Non-Muslim,Dammam,AMERICAN,Grade 12,A,2024-25,657,Regular (Continuing),Online Mode,Regular,2024-09-01,Yes,Raed Al-Ghamdi,Fatima Al-Ghamdi,+966598843331,anas.alghamdi657@parent.com,"218 Al-Nuzha Street, Jeddah"
,Priya Kumar,بريا كومار,Female,2020-10-11,India,Iqama,,2032562091,,Muslim,Manila,AMERICAN,KG1,A,2024-25,658,Regular (Continuing),Regular Mode,Regular,2024-09-01,Yes,Tariq Kumar,Sophia Kumar,+966508715288,priya.kumar658@parent.com,"29 Al-Nuzha Street, Jeddah"
,Fatima Sharma,فاطمة شارما,Female,2019-04-02,Egypt,Passport,,,EH6397433,Muslim,Damascus,AMERICAN,KG2,A,2024-25,659,New Student,Online Mode,New,2023-09-01,Yes,Michael Sharma,Khadija Sharma,+966550117877,fatima.sharma659@parent.com,"83 Al-Nuzha Street, Jeddah"
,Sofia Malik,صوفيا مالك,Female,2020-04-27,Egypt,Iqama,,2442413056,,Muslim,Khartoum,AMERICAN,Grade 1,A,2024-25,660,Regular (Continuing),Regular Mode,Regular,2022-09-01,Yes,Vihaan Malik,Diya Malik,+966594069567,sofia.malik660@parent.com,"133 Al-Nuzha Street, Jeddah"
,Daniel Ibrahim,دانيال إبراهيم,Male,2019-05-03,Bangladesh,Iqama,,2287421789,,Muslim,New York,AMERICAN,Grade 2,A,2024-25,661,New Student,Online Mode,New,2025-09-01,Yes,Ayaan Ibrahim,Sana Ibrahim,+966560555336,daniel.ibrahim661@parent.com,"209 Al-Nuzha Street, Jeddah"
,Noura Al-Zahrani,نورة الزهراني,Female,2018-01-17,Saudi Arabia,National ID,1252959141,,,Muslim,Madinah,AMERICAN,Grade 3,A,2024-25,662,New Student,Regular Mode,New,2024-09-01,Yes,Mohammed Al-Zahrani,Asma Al-Zahrani,+966559261019,noura.alzahrani662@parent.com,"91 Al-Nuzha Street, Jeddah"
,Ammar Al-Qahtani,عمار القحطاني,Male,2017-07-08,Saudi Arabia,National ID,1602174635,,,Muslim,Buraidah,AMERICAN,Grade 4,A,2024-25,663,Regular (Continuing),Regular Mode,Regular,2024-09-01,Yes,Hamad Al-Qahtani,Fatima Al-Qahtani,+966514821753,ammar.alqahtani663@parent.com,"154 Al-Nuzha Street, Jeddah"
,Sofia Rahman,صوفيا رحمن,Female,2016-04-10,Egypt,Passport,,,FN3879115,Muslim,Manila,AMERICAN,Grade 5,A,2024-25,664,Regular (Continuing),Regular Mode,Regular,2022-09-01,Yes,James Rahman,Diya Rahman,+966575542337,sofia.rahman664@parent.com,"214 Al-Nuzha Street, Jeddah"
,Saud Al-Zahrani,سعود الزهراني,Male,2015-07-26,Saudi Arabia,National ID,1057505856,,,Muslim,Tabuk,AMERICAN,Grade 6,A,2024-25,665,Regular (Continuing),Seasonal Mode,Regular,2025-09-01,Yes,Omar Al-Zahrani,Sara Al-Zahrani,+966507459205,saud.alzahrani665@parent.com,"51 Al-Nuzha Street, Jeddah"
,Amal Al-Anazi,أمل العنزي,Female,2014-03-27,Saudi Arabia,National ID,1759232753,,,Muslim,Khobar,AMERICAN,Grade 7,A,2024-25,666,Transfer,Online Mode,Transfer,2024-09-01,Yes,Ali Al-Anazi,Hessa Al-Anazi,+966504685323,amal.alanazi666@parent.com,"140 Al-Nuzha Street, Jeddah"
,Jana Al-Dosari,جنى الدوسري,Female,2013-12-07,Saudi Arabia,National ID,1060927207,,,Muslim,Tabuk,AMERICAN,Grade 8,A,2024-25,667,New Student,Regular Mode,New,2023-09-01,Yes,Ali Al-Dosari,Reem Al-Dosari,+966513268271,jana.aldosari667@parent.com,"162 Al-Nuzha Street, Jeddah"
,Aljawhara Al-Yamani,الجوهرة اليماني,Female,2012-09-20,Saudi Arabia,National ID,1565177869,,,Muslim,Jeddah,AMERICAN,Grade 9,A,2024-25,668,Regular (Continuing),Seasonal Mode,Regular,2022-09-01,Yes,Fahad Al-Yamani,Salma Al-Yamani,+966587577036,aljawhara.alyamani668@parent.com,"182 Al-Nuzha Street, Jeddah"
,Amal Al-Qahtani,أمل القحطاني,Female,2011-10-04,Saudi Arabia,National ID,1383915128,,,Non-Muslim,Tabuk,AMERICAN,Grade 10,A,2024-25,669,Transfer,Seasonal Mode,Transfer,2023-09-01,Yes,Majed Al-Qahtani,Wafa Al-Qahtani,+966581596775,amal.alqahtani669@parent.com,"47 Al-Nuzha Street, Jeddah"
,Fatima Al-Maliki,فاطمة المالكي,Female,2010-09-27,Saudi Arabia,National ID,1210967896,,,Muslim,Buraidah,AMERICAN,Grade 11,A,2024-25,670,New Student,Seasonal Mode,New,2024-09-01,Yes,Bader Al-Maliki,Mariam Al-Maliki,+966566956793,fatima.almaliki670@parent.com,"113 Al-Nuzha Street, Jeddah"
,Saanvi Gupta,سانفي جوبتا,Female,2009-09-09,Bangladesh,Passport,,,JN1446135,Muslim,Manila,AMERICAN,Grade 12,A,2024-25,671,New Student,Seasonal Mode,New,2023-09-01,Yes,Imran Gupta,Diya Gupta,+966577958001,saanvi.gupta671@parent.com,"201 Al-Nuzha Street, Jeddah"
,Diya Patel,ديا باتل,Female,2020-02-05,India,Passport,,,BF3423892,Muslim,Damascus,AMERICAN,KG1,A,2024-25,672,Regular (Continuing),Regular Mode,Regular,2022-09-01,Yes,Zayn Patel,Mariam Patel,+966542708384,diya.patel672@parent.com,"163 Al-Nuzha Street, Jeddah"
,Hassan Al-Shehri,حسن الشهري,Male,2019-03-04,Saudi Arabia,National ID,1180977502,,,Muslim,Buraidah,AMERICAN,KG2,A,2024-25,673,Regular (Continuing),Online Mode,Regular,2024-09-01,Yes,Bandar Al-Shehri,Amal Al-Shehri,+966517969134,hassan.alshehri673@parent.com,"274 Al-Nuzha Street, Jeddah"
,Olivia Ahmed,أوليفيا أحمد,Female,2020-01-05,Syria,Iqama,,2705505126,,Muslim,Khartoum,AMERICAN,Grade 1,A,2024-25,674,Regular (Continuing),Seasonal Mode,Regular,2024-09-01,Yes,Zain Ahmed,Maya Ahmed,+966521702742,olivia.ahmed674@parent.com,"290 Al-Nuzha Street, Jeddah"
,Noura Al-Shehri,نورة الشهري,Female,2019-04-19,Saudi Arabia,National ID,1185685683,,,Muslim,Tabuk,AMERICAN,Grade 2,A,2024-25,675,Transfer,Regular Mode,Transfer,2022-09-01,Yes,Ziyad Al-Shehri,Shaden Al-Shehri,+966553985404,noura.alshehri675@parent.com,"211 Al-Nuzha Street, Jeddah"
,Abdullah Al-Hussein,عبدالله الحسين,Male,2018-11-09,Saudi Arabia,National ID,1750624765,,,Non-Muslim,Buraidah,AMERICAN,Grade 3,A,2024-25,676,Transfer,Online Mode,Transfer,2023-09-01,Yes,Salman Al-Hussein,Wafa Al-Hussein,+966563845934,abdullah.alhussein676@parent.com,"5 Al-Nuzha Street, Jeddah"
,Layla Wang,ليلى وانج,Female,2017-01-11,Bangladesh,Iqama,,2782656983,,Muslim,London,AMERICAN,Grade 4,A,2024-25,677,Regular (Continuing),Online Mode,Regular,2025-09-01,Yes,Ismail Wang,Riya Wang,+966525338085,layla.wang677@parent.com,"275 Al-Nuzha Street, Jeddah"
,Saud Al-Anazi,سعود العنزي,Male,2016-09-18,Saudi Arabia,National ID,1334122046,,,Muslim,Abha,AMERICAN,Grade 5,A,2024-25,678,Transfer,Regular Mode,Transfer,2023-09-01,Yes,Yousef Al-Anazi,Mariam Al-Anazi,+966581884048,saud.alanazi678@parent.com,"247 Al-Nuzha Street, Jeddah"
,Nour Mahmood,نور محمود,Female,2015-08-12,Syria,Passport,,,JG7054724,Non-Muslim,Jakarta,AMERICAN,Grade 6,A,2024-25,679,Regular (Continuing),Seasonal Mode,Regular,2023-09-01,Yes,Aryan Mahmood,Aisha Mahmood,+966559195669,nour.mahmood679@parent.com,"152 Al-Nuzha Street, Jeddah"
,Salman Al-Saud,سلمان آل سعود,Male,2014-01-14,Saudi Arabia,National ID,1988400330,,,Muslim,Dammam,AMERICAN,Grade 7,A,2024-25,680,Regular (Continuing),Regular Mode,Regular,2024-09-01,Yes,Abdullah Al-Saud,Shaden Al-Saud,+966503871897,salman.alsaud680@parent.com,"184 Al-Nuzha Street, Jeddah"
,Hassan Al-Shehri,حسن الشهري,Male,2013-08-04,Saudi Arabia,National ID,1058352887,,,Muslim,Abha,AMERICAN,Grade 8,A,2024-25,681,New Student,Online Mode,New,2022-09-01,Yes,Majed Al-Shehri,Reem Al-Shehri,+966570486595,hassan.alshehri681@parent.com,"25 Al-Nuzha Street, Jeddah"
,Ibrahim Al-Maliki,إبراهيم المالكي,Male,2012-02-24,Saudi Arabia,National ID,1050876592,,,Muslim,Jeddah,AMERICAN,Grade 9,A,2024-25,682,New Student,Regular Mode,New,2022-09-01,Yes,Saud Al-Maliki,Wafa Al-Maliki,+966556468407,ibrahim.almaliki682@parent.com,"270 Al-Nuzha Street, Jeddah"
,Salma Al-Qahtani,سلمى القحطاني,Female,2011-03-11,Saudi Arabia,National ID,1546803882,,,Muslim,Buraidah,AMERICAN,Grade 10,A,2024-25,683,Regular (Continuing),Online Mode,Regular,2025-09-01,Yes,Yazeed Al-Qahtani,Dalal Al-Qahtani,+966515385672,salma.alqahtani683@parent.com,"72 Al-Nuzha Street, Jeddah"
,Omar Al-Mutairi,عمر المطيري,Male,2010-01-13,Saudi Arabia,National ID,1216772686,,,Muslim,Dammam,AMERICAN,Grade 11,A,2024-25,684,Regular (Continuing),Online Mode,Regular,2024-09-01,Yes,Salman Al-Mutairi,Joud Al-Mutairi,+966598187429,omar.almutairi684@parent.com,"196 Al-Nuzha Street, Jeddah"
,Khalid Al-Yamani,خالد اليماني,Male,2009-07-04,Saudi Arabia,National ID,1068365963,,,Muslim,Mecca,AMERICAN,Grade 12,A,2024-25,685,New Student,Seasonal Mode,New,2023-09-01,Yes,Fahad Al-Yamani,Raghad Al-Yamani,+966588548753,khalid.alyamani685@parent.com,"160 Al-Nuzha Street, Jeddah"
,Saanvi Ali,سانفي علي,Female,2020-04-02,Yemen,Iqama,,2254381001,,Muslim,Sanaa,AMERICAN,KG1,A,2024-25,686,Regular (Continuing),Seasonal Mode,Regular,2022-09-01,Yes,Ayaan Ali,Saanvi Ali,+966508750512,saanvi.ali686@parent.com,"137 Al-Nuzha Street, Jeddah"
,Khadija Sheikh,خديجة شيخ,Female,2019-08-08,India,Iqama,,2783512118,,Muslim,Cairo,AMERICAN,KG2,A,2024-25,687,Regular (Continuing),Regular Mode,Regular,2024-09-01,Yes,Hamza Sheikh,Diya Sheikh,+966523427695,khadija.sheikh687@parent.com,"280 Al-Nuzha Street, Jeddah"
,Aryan Ibrahim,آريان إبراهيم,Male,2020-01-11,Yemen,Iqama,,2319217898,,Muslim,Karachi,AMERICAN,Grade 1,A,2024-25,688,Regular (Continuing),Online Mode,Regular,2022-09-01,Yes,Yusuf Ibrahim,Sofia Ibrahim,+966509227824,aryan.ibrahim688@parent.com,"159 Al-Nuzha Street, Jeddah"
,Hanan Al-Otaibi,حنان العتيبي,Female,2019-05-02,Saudi Arabia,National ID,1168282739,,,Non-Muslim,Madinah,AMERICAN,Grade 2,A,2024-25,689,New Student,Seasonal Mode,New,2023-09-01,Yes,Nawaf Al-Otaibi,Sara Al-Otaibi,+966595692215,hanan.alotaibi689@parent.com,"127 Al-Nuzha Street, Jeddah"
,Aisha Al-Ghamdi,عائشة الغامدي,Female,2018-07-15,Saudi Arabia,National ID,1125117110,,,Muslim,Tabuk,AMERICAN,Grade 3,A,2024-25,690,Transfer,Online Mode,Transfer,2025-09-01,Yes,Ammar Al-Ghamdi,Salma Al-Ghamdi,+966587141006,aisha.alghamdi690@parent.com,"230 Al-Nuzha Street, Jeddah"
,Yousef Al-Mutairi,يوسف المطيري,Male,2017-07-16,Saudi Arabia,National ID,1569521965,,,Muslim,Buraidah,AMERICAN,Grade 4,A,2024-25,691,New Student,Seasonal Mode,New,2023-09-01,Yes,Yazeed Al-Mutairi,Jana Al-Mutairi,+966517235194,yousef.almutairi691@parent.com,"295 Al-Nuzha Street, Jeddah"
,Tala Al-Rashid,تالا الراشد,Female,2016-11-21,Saudi Arabia,National ID,1031367754,,,Muslim,Tabuk,AMERICAN,Grade 5,A,2024-25,692,New Student,Seasonal Mode,New,2023-09-01,Yes,Salman Al-Rashid,Sara Al-Rashid,+966522201378,tala.alrashid692@parent.com,"165 Al-Nuzha Street, Jeddah"
,Junaid Mahmood,جنيد محمود,Male,2015-04-13,India,Passport,,,NG0011805,Muslim,London,AMERICAN,Grade 6,A,2024-25,693,New Student,Regular Mode,New,2025-09-01,Yes,Aryan Mahmood,Diya Mahmood,+966534046775,junaid.mahmood693@parent.com,"78 Al-Nuzha Street, Jeddah"
,Dana Al-Dosari,دانا الدوسري,Female,2014-05-10,Saudi Arabia,National ID,1533067055,,,Muslim,Khobar,AMERICAN,Grade 7,A,2024-25,694,Transfer,Regular Mode,Transfer,2024-09-01,Yes,Adel Al-Dosari,Latifa Al-Dosari,+966581578630,dana.aldosari694@parent.com,"83 Al-Nuzha Street, Jeddah"
,Salma Al-Harbi,سلمى الحربي,Female,2013-12-19,Saudi Arabia,National ID,1764803157,,,Muslim,Madinah,AMERICAN,Grade 8,A,2024-25,695,New Student,Regular Mode,New,2025-09-01,Yes,Majed Al-Harbi,Reem Al-Harbi,+966583893680,salma.alharbi695@parent.com,"33 Al-Nuzha Street, Jeddah"
,Sophia Hassan,سوفيا حسن,Female,2012-04-17,Yemen,Iqama,,2635644828,,Muslim,London,AMERICAN,Grade 9,A,2024-25,696,New Student,Regular Mode,New,2025-09-01,Yes,Hassan Hassan,Mariam Hassan,+966512787680,sophia.hassan696@parent.com,"261 Al-Nuzha Street, Jeddah"
,Raed Al-Zahrani,رائد الزهراني,Male,2011-07-02,Saudi Arabia,National ID,1897433525,,,Muslim,Dammam,AMERICAN,Grade 10,A,2024-25,697,Regular (Continuing),Regular Mode,Regular,2022-09-01,Yes,Naif Al-Zahrani,Layla Al-Zahrani,+966560120300,raed.alzahrani697@parent.com,"102 Al-Nuzha Street, Jeddah"
,Renad Al-Shehri,رناد الشهري,Female,2010-09-20,Saudi Arabia,National ID,1195772142,,,Non-Muslim,Khobar,AMERICAN,Grade 11,A,2024-25,698,Regular (Continuing),Seasonal Mode,Regular,2024-09-01,Yes,Adel Al-Shehri,Salma Al-Shehri,+966532412141,renad.alshehri698@parent.com,"120 Al-Nuzha Street, Jeddah"
,Saud Al-Qahtani,سعود القحطاني,Male,2009-11-27,Saudi Arabia,National ID,1295092188,,,Muslim,Tabuk,AMERICAN,Grade 12,A,2024-25,699,New Student,Online Mode,New,2023-09-01,Yes,Ali Al-Qahtani,Reem Al-Qahtani,+966502389591,saud.alqahtani699@parent.com,"27 Al-Nuzha Street, Jeddah"
,Manal Al-Qahtani,منال القحطاني,Female,2020-11-16,Saudi Arabia,National ID,1480831560,,,Muslim,Mecca,AMERICAN,KG1,A,2024-25,700,Regular (Continuing),Seasonal Mode,Regular,2023-09-01,Yes,Nawaf Al-Qahtani,Sara Al-Qahtani,+966596292633,manal.alqahtani700@parent.com,"290 Al-Nuzha Street, Jeddah"
,Anas Al-Yamani,أنس اليماني,Male,2019-01-12,Saudi Arabia,National ID,1743231901,,,Muslim,Tabuk,AMERICAN,KG2,A,2024-25,701,Regular (Continuing),Online Mode,Regular,2025-09-01,Yes,Ali Al-Yamani,Mariam Al-Yamani,+966539977301,anas.alyamani701@parent.com,"290 Al-Nuzha Street, Jeddah"
,Diya Garcia,ديا جارسيا,Female,2020-06-26,United Kingdom,Iqama,,2911907027,,Muslim,London,AMERICAN,Grade 1,A,2024-25,702,Transfer,Online Mode,Transfer,2024-09-01,Yes,Ismail Garcia,Diya Garcia,+966527430171,diya.garcia702@parent.com,"119 Al-Nuzha Street, Jeddah"
,Sofia Kumar,صوفيا كومار,Female,2019-11-25,Syria,Iqama,,2333372129,,Muslim,Karachi,AMERICAN,Grade 2,A,2024-25,703,Transfer,Online Mode,Transfer,2023-09-01,Yes,Adam Kumar,Diya Kumar,+966582406848,sofia.kumar703@parent.com,"216 Al-Nuzha Street, Jeddah"
,Aisha Ahmed,عائشة أحمد,Female,2018-09-13,Yemen,Passport,,,DH6885882,Non-Muslim,Jakarta,AMERICAN,Grade 3,A,2024-25,704,Regular (Continuing),Seasonal Mode,Regular,2022-09-01,Yes,Zain Ahmed,Olivia Ahmed,+966587363085,aisha.ahmed704@parent.com,"145 Al-Nuzha Street, Jeddah"
,Hamza Mahmood,حمزة محمود,Male,2017-01-17,Sudan,Passport,,,DJ9146506,Muslim,Cairo,AMERICAN,Grade 4,A,2024-25,705,Regular (Continuing),Seasonal Mode,Regular,2025-09-01,Yes,Michael Mahmood,Sofia Mahmood,+966564101973,hamza.mahmood705@parent.com,"119 Al-Nuzha Street, Jeddah"
,Talha Smith,طلحة سميث,Male,2016-02-09,Egypt,Passport,,,JA6644526,Muslim,Cairo,AMERICAN,Grade 5,A,2024-25,706,Regular (Continuing),Online Mode,Regular,2024-09-01,Yes,Aryan Smith,Zainab Smith,+966529233469,talha.smith706@parent.com,"16 Al-Nuzha Street, Jeddah"
,Sara Al-Zahrani,سارة الزهراني,Female,2015-11-14,Saudi Arabia,National ID,1306886775,,,Muslim,Buraidah,AMERICAN,Grade 6,A,2024-25,707,New Student,Regular Mode,New,2022-09-01,Yes,Hatim Al-Zahrani,Renad Al-Zahrani,+966561035565,sara.alzahrani707@parent.com,"232 Al-Nuzha Street, Jeddah"
,Faris Ibrahim,فارس إبراهيم,Male,2014-10-12,Syria,Passport,,,NC5525258,Muslim,Damascus,AMERICAN,Grade 7,A,2024-25,708,Transfer,Online Mode,Transfer,2024-09-01,Yes,Michael Ibrahim,Hira Ibrahim,+966589204181,faris.ibrahim708@parent.com,"15 Al-Nuzha Street, Jeddah"
,Bandar Al-Mutairi,بندر المطيري,Male,2013-07-12,Saudi Arabia,National ID,1752208490,,,Muslim,Mecca,AMERICAN,Grade 8,A,2024-25,709,New Student,Online Mode,New,2023-09-01,Yes,Raed Al-Mutairi,Sara Al-Mutairi,+966514348874,bandar.almutairi709@parent.com,"39 Al-Nuzha Street, Jeddah"
,Aliya Hassan,عالية حسن,Female,2012-10-06,Indonesia,Iqama,,2982690038,,Muslim,Damascus,AMERICAN,Grade 9,A,2024-25,710,Regular (Continuing),Online Mode,Regular,2022-09-01,Yes,Hamza Hassan,Emma Hassan,+966590838581,aliya.hassan710@parent.com,"275 Al-Nuzha Street, Jeddah"
,Ahmed Siddiqui,أحمد صديقي,Male,2011-08-10,Bangladesh,Iqama,,2065334165,,Non-Muslim,Manila,AMERICAN,Grade 10,A,2024-25,711,New Student,Regular Mode,New,2022-09-01,Yes,Yusuf Siddiqui,Anaya Siddiqui,+966513571586,ahmed.siddiqui711@parent.com,"178 Al-Nuzha Street, Jeddah"
,Sadia Malik,صادية مالك,Female,2010-07-03,Philippines,Iqama,,2214120191,,Muslim,Karachi,AMERICAN,Grade 11,A,2024-25,712,Regular (Continuing),Seasonal Mode,Regular,2025-09-01,Yes,John Malik,Aliya Malik,+966579571290,sadia.malik712@parent.com,"187 Al-Nuzha Street, Jeddah"
,Yousef Al-Rashid,يوسف الراشد,Male,2009-09-19,Saudi Arabia,National ID,1381683179,,,Muslim,Madinah,AMERICAN,Grade 12,A,2024-25,713,Regular (Continuing),Seasonal Mode,Regular,2023-09-01,Yes,Nawaf Al-Rashid,Ghada Al-Rashid,+966503910765,yousef.alrashid713@parent.com,"248 Al-Nuzha Street, Jeddah"
,Shaden Al-Hussein,شادن الحسين,Female,2020-05-19,Saudi Arabia,National ID,1110766681,,,Muslim,Dammam,AMERICAN,KG1,A,2024-25,714,New Student,Seasonal Mode,New,2022-09-01,Yes,Ali Al-Hussein,Latifa Al-Hussein,+966583688842,shaden.alhussein714@parent.com,"209 Al-Nuzha Street, Jeddah"
,Imran Ibrahim,عمران إبراهيم,Male,2019-04-04,Sudan,Passport,,,AC3881893,Muslim,Amman,AMERICAN,KG2,A,2024-25,715,New Student,Online Mode,New,2023-09-01,Yes,John Ibrahim,Aliya Ibrahim,+966537414860,imran.ibrahim715@parent.com,"42 Al-Nuzha Street, Jeddah"
,Majed Al-Hashemi,ماجد الهاشمي,Male,2020-02-19,Saudi Arabia,National ID,1698712906,,,Non-Muslim,Madinah,AMERICAN,Grade 1,A,2024-25,716,Regular (Continuing),Online Mode,Regular,2025-09-01,Yes,Ibrahim Al-Hashemi,Aisha Al-Hashemi,+966575963719,majed.alhashemi716@parent.com,"217 Al-Nuzha Street, Jeddah"
,Junaid Chen,جنيد تشين,Male,2019-06-05,India,Passport,,,MN6468512,Muslim,Damascus,AMERICAN,Grade 2,A,2024-25,717,Regular (Continuing),Online Mode,Regular,2025-09-01,Yes,Bilal Chen,Mariam Chen,+966519486053,junaid.chen717@parent.com,"191 Al-Nuzha Street, Jeddah"
